targets,texts
0,aww you must be nearly dead!well jez iscoming over todo some workand that whilltake forever!
0,"sorry pa, i dont knw who ru pa?"
0,no management puzzeles.
0,"had the money issue weigh me down but thanks to you, i can breathe easier now. i.ll make sure you dont regret it. thanks."
0,heehee that was so funny tho
1,"500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
0,then why no one talking to me
0,what to think no one saying clearly. ok leave no need to ask her. i will go if she come or not
0,kothi print out marandratha.
0,sary just need tim in the bollox &it hurt him a lot so he tol me!
0,hey gals.. anyone of u going down to e driving centre tmr?
0,okie...
0,good night my dear.. sleepwell&amp;take care
0,"she is our sister.. she belongs 2 our family.. she is d hope of tomorrow.. pray 4 her,who was fated 4 d shoranur train incident. lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. pls join in dis chain &amp; pass it. stop violence against women."
0,"i can't speak, bcaz mobile have problem. i can listen you but you cann't listen my voice. so i calls you later."
0,are you there in room.
0,"yeah, that's fine! it's £6 to get in, is that ok?"
0,i'm working technical support :)voice process.
0,i'm doing da intro covers energy trends n pros n cons... brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
0,every day i use to sleep after  &lt;#&gt;  so only.
0,where are the garage keys? they aren't on the bookshelf
0,i like to think there's always the possibility of being in a pub later.
0,yes ammae....life takes lot of turns you can only sit and try to hold the steering...
0,that's y we haf to combine n c how lor...
0,just sleeping..and surfing
0,"i'm an actor. when i work, i work in the evening and sleep late. since i'm unemployed at the moment, i always sleep late. when you're unemployed, every day is saturday."
0,"my friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
0,"not that i know of, most people up here are still out of town"
0,i've reached already.
0,was it something u ate?
0,ü only send me the contents page...
0,rats. hey did u ever vote for the next themes?
0,"babe ! how goes that day ? what are you doing ? where are you ? i sip my cappuccino and think of you, my love ... i send a kiss to you from across the sea"
0,"aight text me when you're back at mu and i'll swing by, need somebody to get the door for me"
0,beautiful truth : expression of the face could be seen by everyone... but the depression of heart could be understood only by the loved ones.. gud ni8;-)
0,"hey babe! i saw you came online for a second and then you disappeared, what happened ?"
0,busy here. trying to finish for new year. i am looking forward to finally meeting you...
0,look at the fuckin time. what the fuck you think is up
0,lol that's different. i don't go trying to find every real life photo you ever took.
0,do you know where my lab goggles went
0,yep. i do like the pink furniture tho.
0,no need lar. jus testing e phone card. dunno network not gd i thk. me waiting 4 my sis 2 finish bathing so i can bathe. dun disturb u liao u cleaning ur room.
0,"yeah, don't go to bed, i'll be back before midnight"
0,beerage?
0,"short but cute :  be a good person , but dont try to prove ..... gud mrng..."
0,also are you bringing galileo or dobby
1,"orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9996. offer ends 14thmarch. t&c's apply. opt-out availa"
0,sounds like you have many talents! would you like to go on a dinner date next week?
0,r u meeting da ge at nite tmr?
0,then ur sis how?
0,thank u!
0,how much did ur hdd casing cost.
0,thank you meet you monday
0,the guy did some bitching but i acted like i'd be interested in buying something else next week and he gave it to us for free
0,"yep, at derek's house now, see you sunday &lt;3"
0,oooh i got plenty of those!
0,its sarcasm.. .nt scarcasim
0,ugh just got outta class
0,happy new year to u too!
0,"uncle g, just checking up on you. do have a rewarding month"
0,just come home. i don't want u to be miserable
0,yeah we do totes. when u wanna?
0,"watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?"
0,ü wait 4 me in sch i finish ard 5..
0,here got lots of hair dresser fr china.
0,well then you have a great weekend!
0,yup... i havent been there before... you want to go for the yoga? i can call up to book
0,"sorry, i'll call later"
0,aiyo a bit pai seh ü noe... scared he dun rem who i am then die... hee... but he become better lookin oredi leh...
0,ah you see. you have to be in the lingo. i will let you know wot on earth it is when has finished making it!
0,"sorry, i'll call later in meeting."
0,yeah. i got a list with only u and joanna if i'm feeling really anti social
0,my uncles in atlanta. wish you guys a great semester.
1,hard live 121 chat just 60p/min. choose your girl and connect live. call 09094646899 now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx
0,i see the letter b on my car
0,badrith is only for chennai:)i will surely pick for us:)no competition for him.
0,ah poor baby!hope urfeeling bettersn luv! probthat overdose of work hey go careful spk 2 u sn lots of lovejen xxx.
0,"thanks, i'll keep that in mind"
0,k ill drink.pa then what doing. i need srs model pls send it to my mail id pa.
0,ok then i come n pick u at engin?
0,im good! i have been thinking about you...
0,yar but they say got some error.
0,dear how you. are you ok?
0,i'm at work. please call
1,"urgent! call 09066612661 from landline. your complementary 4* tenerife holiday or £10,000 cash await collection sae t&cs po box 3 wa14 2px 150ppm 18+ sender: hol offer"
0,"greetings me, ! consider yourself excused."
0,r u still working now?
0,"i'm back &amp; we're packing the car now, i'll let you know if there's room"
0,i can't describe how lucky you are that i'm actually awake by noon
1,"you are a £1000 winner or guaranteed caller prize, this is our final attempt to contact you! to claim call 09071517866 now! 150ppmpobox10183bhamb64xe"
0,ahhh. work. i vaguely remember that! what does it feel like? lol
0,what today-sunday..sunday is holiday..so no work..
1,"themob>hit the link to get a premium pink panther game, the new no. 1 from sugababes, a crazy zebra animation or a badass hoody wallpaper-all 4 free!"
0,shall i bring us a bottle of wine to keep us amused? only joking! i‘ll bring one anyway
0,k...k...yesterday i was in cbe .
0,i am waiting for your call sir.
1,18 days to euro2004 kickoff! u will be kept informed of all the latest news and results daily. unsubscribe send get euro stop to 83222.
0,hello my little party animal! i just thought i'd buzz you as you were with your friends ...*grins*... reminding you were loved and send a naughty adoring kiss
0,"sorry, i'll call later"
1,congrats! nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16+ close 300603 post bcm4284 ldn wc1n3xx
0,they have a thread on the wishlist section of the forums where ppl post nitro requests. start from the last page and collect from the bottom up.
0,"i met you as a stranger and choose you as my friend. as long as the world stands, our friendship never ends. lets be friends forever!!! gud nitz..."
0,s s..first time..dhoni rocks...
0,i am in escape theatre now. . going to watch kavalan in a few minutes
0,from someone not to smoke when every time i've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
0,"damn, can you make it tonight or do you want to just wait til tomorrow"
0,"hm good morning, headache anyone? :-)"
0,"idc get over here, you are not weaseling your way out of this shit twice in a row"
0,"guy, no flash me now. if you go call me, call me. how madam. take care oh."
1,freemsg:feelin kinda lnly hope u like 2 keep me company! jst got a cam moby wanna c my pic?txt or reply date to 82242 msg150p 2rcv hlp 08712317606 stop to 82242
1,"win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
0,yes baby! i need to stretch open your pussy!
0,"ok omw now, you at castor?"
0,i think if he rule tamilnadu..then its very tough for our people.
0,oooh bed ridden ey? what are you thinking of?
0,u still going to the mall?
1,"thank you, winner notified by sms. good luck! no future marketing reply stop to 84122 customer services 08450542832"
0,k.k:)advance happy pongal.
0,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
0,it does it on its own. most of the time it fixes my spelling. but sometimes it gets a completely diff word. go figure
0,too late. i said i have the website. i didn't i have or dont have the slippers
0,"tunde, how are you doing. this is just wishing you a great day. abiola."
0,but really quite funny lor wat... then u shd haf run shorter distance wat...
0,no sir. that's why i had an 8-hr trip on the bus last week. have another audition next wednesday but i think i might drive this time.
0,you have to pls make a note of all she.s exposed to. also find out from her school if anyone else was vomiting. is there a dog or cat in the house? let me know later.
0,"see you then, we're all christmassy here!"
0,"don't worry though, i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. brb gonna go kill myself"
